580774	1	a	bir	artikel	I'm a man.	Ben bir erkeğim.	https://audio.tatoeba.org/sentences/eng/580774.mp3	[sound:580774.mp3]
2647322	37	its	onun		What is its purpose?	Onun amacı denir?	https://audio.tatoeba.org/sentences/eng/2647322.mp3	[sound:2647322.mp3]
45011	37	its	onun		The bird is in its nest.	Kuş yuvasında.	https://audio.tatoeba.org/sentences/eng/45011.mp3	[sound:45011.mp3]
477312	37	its	onun		The baby needs its mother.	Bebeğin annesine ihtiyacı vardır.	https://audio.tatoeba.org/sentences/eng/477312.mp3	[sound:477312.mp3]
3095224	38	just	henüz		I just ate.	Henüz yemek yedim.	https://audio.tatoeba.org/sentences/eng/3095224.mp3	[sound:3095224.mp3]
2241129	38	just	henüz		We just met.	Az önce buluştuk.	https://audio.tatoeba.org/sentences/eng/2241129.mp3	[sound:2241129.mp3]
256121	38	just	henüz		I just moved.	Henüz taşındım.	https://audio.tatoeba.org/sentences/eng/256121.mp3	[sound:256121.mp3]
1358666	38	just	henüz		I just did it.	Onu henüz yaptım.	https://audio.tatoeba.org/sentences/eng/1358666.mp3	[sound:1358666.mp3]
398493	38	just	henüz		I just got up.	Henüz kalktım.	https://audio.tatoeba.org/sentences/eng/398493.mp3	[sound:398493.mp3]
4787522	38	just	henüz		I just arrived.	Henüz geldim.	https://audio.tatoeba.org/sentences/eng/4787522.mp3	[sound:4787522.mp3]
1891009	38	just	sadece		I'm just lazy.	Ben sadece tembelim.	https://audio.tatoeba.org/sentences/eng/1891009.mp3	[sound:1891009.mp3]
2248754	38	just	sadece		It just broke.	Sadece kırdı.	https://audio.tatoeba.org/sentences/eng/2248754.mp3	[sound:2248754.mp3]
319990	39	know	bilmek		I know.	Biliyorum.	https://audio.tatoeba.org/sentences/eng/319990.mp3	[sound:319990.mp3]
2235724	39	know	bilmek		I know Tom.	Tom'u tanıyorum.	https://audio.tatoeba.org/sentences/eng/2235724.mp3	[sound:2235724.mp3]
424848	39	know	bilmek		I know her.	Onu tanıyorum.	https://audio.tatoeba.org/sentences/eng/424848.mp3	[sound:424848.mp3]
3330273	39	know	bilmek		I know now.	Artık biliyorum.	https://audio.tatoeba.org/sentences/eng/3330273.mp3	[sound:3330273.mp3]
260873	39	know	bilmek		I know them.	Onları biliyorum.	https://audio.tatoeba.org/sentences/eng/260873.mp3	[sound:260873.mp3]
2241011	39	know	bilmek		We all know.	Hepimiz biliyoruz.	https://audio.tatoeba.org/sentences/eng/2241011.mp3	[sound:2241011.mp3]
2241140	39	know	bilmek		We know why.	Nedenini biliyoruz.	https://audio.tatoeba.org/sentences/eng/2241140.mp3	[sound:2241140.mp3]
2245276	39	know	bilmek		Do they know?	Onlar biliyor mu?	https://audio.tatoeba.org/sentences/eng/2245276.mp3	[sound:2245276.mp3]
349064	39	know	bilmek		I don't know.	Bilmem.	https://audio.tatoeba.org/sentences/eng/349064.mp3	[sound:349064.mp3]
5839924	39	know	bilmek		I know a lot.	Ben çok şey biliyorum.	https://audio.tatoeba.org/sentences/eng/5839924.mp3	[sound:5839924.mp3]
2375838	39	know	bilmek		I know a way.	Bir yol biliyorum.	https://audio.tatoeba.org/sentences/eng/2375838.mp3	[sound:2375838.mp3]
2235854	39	know	bilmek		Let Tom know.	Tom'un bilmesine izin ver.	https://audio.tatoeba.org/sentences/eng/2235854.mp3	[sound:2235854.mp3]
2255019	39	know	bilmek		You know how.	Yöntemi (nasıl yapılır) biliyorsun.	https://audio.tatoeba.org/sentences/eng/2255019.mp3	[sound:2255019.mp3]
1853709	39	know	bilmek		He won't know.	O bilmeyecek.	https://audio.tatoeba.org/sentences/eng/1853709.mp3	[sound:1853709.mp3]
2245692	39	know	bilmek		I didn't know.	Bilmiyordum.	https://audio.tatoeba.org/sentences/eng/2245692.mp3	[sound:2245692.mp3]
2375895	39	know	bilmek		I know French.	Fransızca biliyorum.	https://audio.tatoeba.org/sentences/eng/2375895.mp3	[sound:2375895.mp3]
6274917	39	know	bilmek		We know a lot.	Çok şey biliyoruz.	https://audio.tatoeba.org/sentences/eng/6274917.mp3	[sound:6274917.mp3]
3738848	39	know	bilmek		Don't you know?	Bilmiyor musun?	https://audio.tatoeba.org/sentences/eng/3738848.mp3	[sound:3738848.mp3]
2309276	39	know	bilmek		I already know.	Ben zaten biliyorum.	https://audio.tatoeba.org/sentences/eng/2309276.mp3	[sound:2309276.mp3]
2315131	39	know	bilmek		I do know that.	Onu biliyorum.	https://audio.tatoeba.org/sentences/eng/2315131.mp3	[sound:2315131.mp3]
2360542	39	know	bilmek		I have to know.	Bilmek zorundayım.	https://audio.tatoeba.org/sentences/eng/2360542.mp3	[sound:2360542.mp3]
6196218	39	know	bilmek		I know I'm fat.	Şişman olduğumu biliyorum.	https://audio.tatoeba.org/sentences/eng/6196218.mp3	[sound:6196218.mp3]
2376037	39	know	bilmek		I know it well.	Ben onu iyi biliyorum.	https://audio.tatoeba.org/sentences/eng/2376037.mp3	[sound:2376037.mp3]
961147	39	know	bilmek		I want to know.	Öğrenmek (bilmek) istiyorum.	https://audio.tatoeba.org/sentences/eng/961147.mp3	[sound:961147.mp3]
2111592	39	know	bilmek		Nobody'll know.	Hiç kimse bilmeyecek.	https://audio.tatoeba.org/sentences/eng/2111592.mp3	[sound:2111592.mp3]
1887481	39	know	bilmek		I know all that.	Hepsini biliyorum.	https://audio.tatoeba.org/sentences/eng/1887481.mp3	[sound:1887481.mp3]
2375908	39	know	bilmek		I know how I am.	Nasıl olduğumu biliyorum.	https://audio.tatoeba.org/sentences/eng/2375908.mp3	[sound:2375908.mp3]
2376018	39	know	bilmek		I know it hurts.	Onun acıdığını biliyorum.	https://audio.tatoeba.org/sentences/eng/2376018.mp3	[sound:2376018.mp3]
2376079	39	know	bilmek		I know it's Tom.	Bunun Tom olduğunu biliyorum.	https://audio.tatoeba.org/sentences/eng/2376079.mp3	[sound:2376079.mp3]
2376251	39	know	bilmek		I know too much.	Ben çok biliyorum.	https://audio.tatoeba.org/sentences/eng/2376251.mp3	[sound:2376251.mp3]
3333972	39	know	bilmek		It's all I know.	Tüm bildiğim bu.	https://audio.tatoeba.org/sentences/eng/3333972.mp3	[sound:3333972.mp3]
2255020	39	know	tanımak		You know me.	Beni tanıyorsun.	https://audio.tatoeba.org/sentences/eng/2255020.mp3	[sound:2255020.mp3]
3733692	39	know	tanımak		I know myself.	Kendimi tanıyorum.	https://audio.tatoeba.org/sentences/eng/3733692.mp3	[sound:3733692.mp3]
2245927	39	know	tanımak		I know people.	İnsanları tanıyorum.	https://audio.tatoeba.org/sentences/eng/2245927.mp3	[sound:2245927.mp3]
261344	39	know	tanımak		I know her well.	Onu iyi tanırım.	https://audio.tatoeba.org/sentences/eng/261344.mp3	[sound:261344.mp3]
254495	39	know	tanımak		I know the girl.	Kızı tanıyorum.	https://audio.tatoeba.org/sentences/eng/254495.mp3	[sound:254495.mp3]
2245930	40	like	sevmek		I like art.	Sanatı seviyorum.	https://audio.tatoeba.org/sentences/eng/2245930.mp3	[sound:2245930.mp3]
283629	40	like	sevmek		I like him.	Onu severim.	https://audio.tatoeba.org/sentences/eng/283629.mp3	[sound:283629.mp3]
253293	40	like	sevmek		I like tea.	Çayı severim.	https://audio.tatoeba.org/sentences/eng/253293.mp3	[sound:253293.mp3]
410751	40	like	sevmek		I like you.	Senden hoşlanıyorum.	https://audio.tatoeba.org/sentences/eng/410751.mp3	[sound:410751.mp3]
2738421	40	like	sevmek		I like to cook.	Yemek pişirmeyi severim.	https://audio.tatoeba.org/sentences/eng/2738421.mp3	[sound:2738421.mp3]
5851887	40	like	sevmek		I like to draw.	Çizim yapmayı severim.	https://audio.tatoeba.org/sentences/eng/5851887.mp3	[sound:5851887.mp3]
3824666	40	like	sevmek		I like to fish.	Balık tutmayı severim.	https://audio.tatoeba.org/sentences/eng/3824666.mp3	[sound:3824666.mp3]
5851880	40	like	sevmek		I like to hunt.	Avlanmak hoşuma gidiyor.	https://audio.tatoeba.org/sentences/eng/5851880.mp3	[sound:5851880.mp3]
3273803	40	like	sevmek		Did she like it?	Onu beğendi mi?	https://audio.tatoeba.org/sentences/eng/3273803.mp3	[sound:3273803.mp3]
1553523	40	like	sevmek		Did you like it?	Bundan hoşlandın mı?	https://audio.tatoeba.org/sentences/eng/1553523.mp3	[sound:1553523.mp3]
4499365	40	like	sevmek		We like to help.	Yardım etmeyi severiz.	https://audio.tatoeba.org/sentences/eng/4499365.mp3	[sound:4499365.mp3]
64690	40	like	sevmek		Glad you like it.	Ondan hoşlandığına memnun oldum.	https://audio.tatoeba.org/sentences/eng/64690.mp3	[sound:64690.mp3]
1523616	40	like	sevmek		I also like cakes.	Ben de kek severim.	https://audio.tatoeba.org/sentences/eng/1523616.mp3	[sound:1523616.mp3]
2745139	40	like	sevmek		I also like candy.	Ben de şeker severim.	https://audio.tatoeba.org/sentences/eng/2745139.mp3	[sound:2745139.mp3]
1773423	40	like	sevmek		I really like him.	Onu gerçekten seviyorum.	https://audio.tatoeba.org/sentences/eng/1773423.mp3	[sound:1773423.mp3]
3823460	40	like	sevmek		I think I like it.	Onu sevdiğimi düşünüyorum.	https://audio.tatoeba.org/sentences/eng/3823460.mp3	[sound:3823460.mp3]
4546622	40	like	sevmek		I like how it sounds.	Onun ses çıkarma şeklini seviyorum.	https://audio.tatoeba.org/sentences/eng/4546622.mp3	[sound:4546622.mp3]
5466735	40	like	sevmek		I like how you think.	Düşünme tarzını seviyorum.	https://audio.tatoeba.org/sentences/eng/5466735.mp3	[sound:5466735.mp3]
261749	40	like	sevmek		I like reading books.	Kitap okumayı seviyorum.	https://audio.tatoeba.org/sentences/eng/261749.mp3	[sound:261749.mp3]
2011344	40	like	istemek		I'd like a salad.	Bir salata istiyorum.	https://audio.tatoeba.org/sentences/eng/2011344.mp3	[sound:2011344.mp3]
2011345	40	like	istemek		I'd like a shave.	Tıraş olmak istiyorum.	https://audio.tatoeba.org/sentences/eng/2011345.mp3	[sound:2011345.mp3]
1936437	40	like	istemek		I'd like to help.	Yardım etmek istiyorum.	https://audio.tatoeba.org/sentences/eng/1936437.mp3	[sound:1936437.mp3]
2006494	40	like	istemek		Would you like more?	Daha fazla ister misin?	https://audio.tatoeba.org/sentences/eng/2006494.mp3	[sound:2006494.mp3]
3123317	40	like	istemek		Would you like some?	Biraz ister misiniz?	https://audio.tatoeba.org/sentences/eng/3123317.mp3	[sound:3123317.mp3]
5757933	40	like	sevmek		I used to like it.	Bundan hoşlanırdım.	https://audio.tatoeba.org/sentences/eng/5757933.mp3	[sound:5757933.mp3]
41402	40	like	istemek		I don't feel like it.	Canım onu istemiyor.	https://audio.tatoeba.org/sentences/eng/41402.mp3	[sound:41402.mp3]
5829206	40	like	gibi		I'm like Tom.	Ben Tom gibiyim.	https://audio.tatoeba.org/sentences/eng/5829206.mp3	[sound:5829206.mp3]
1741264	40	like	gibi		I am like you.	Ben senin gibiyim.	https://audio.tatoeba.org/sentences/eng/1741264.mp3	[sound:1741264.mp3]
1409554	40	like	gibi		Act like a man.	Bir erkek gibi davran.	https://audio.tatoeba.org/sentences/eng/1409554.mp3	[sound:1409554.mp3]
2245489	40	like	gibi		Fight like men.	Erkek gibi döğüş.	https://audio.tatoeba.org/sentences/eng/2245489.mp3	[sound:2245489.mp3]
2460904	40	like	gibi		It's like magic.	Sihir gibi.	https://audio.tatoeba.org/sentences/eng/2460904.mp3	[sound:2460904.mp3]
288266	40	like	gibi		He's not like us.	O bizim gibi değildir.	https://audio.tatoeba.org/sentences/eng/288266.mp3	[sound:288266.mp3]
5149986	40	like	gibi		Don't be like Tom.	Tom gibi olma.	https://audio.tatoeba.org/sentences/eng/5149986.mp3	[sound:5149986.mp3]
2240606	40	like	gibi		We're like family.	Biz aile gibiyiz.	https://audio.tatoeba.org/sentences/eng/2240606.mp3	[sound:2240606.mp3]
3199843	40	like	gibi		Do like I tell you.	Sana söylediğim gibi yap.	https://audio.tatoeba.org/sentences/eng/3199843.mp3	[sound:3199843.mp3]
2325992	40	like	gibi		I feel like a fool.	Bir aptal gibi hissediyorum.	https://audio.tatoeba.org/sentences/eng/2325992.mp3	[sound:2325992.mp3]
252232	40	like	gibi		I felt like crying.	Ağlıyacak gibi hissettim.	https://audio.tatoeba.org/sentences/eng/252232.mp3	[sound:252232.mp3]
26685	40	like	gibi		It feels like rain.	Yağmur yağacak gibi geliyor.	https://audio.tatoeba.org/sentences/eng/26685.mp3	[sound:26685.mp3]
272545	40	like	gibi		It looks like snow.	Bu kar gibi görünüyor.	https://audio.tatoeba.org/sentences/eng/272545.mp3	[sound:272545.mp3]
2548388	40	like	gibi		I was like you once.	Ben bir zamanlar senin gibiydim.	https://audio.tatoeba.org/sentences/eng/2548388.mp3	[sound:2548388.mp3]
3636319	40	like	gibi		What's it look like?	O nasıl (ne gibi) görünüyor?	https://audio.tatoeba.org/sentences/eng/3636319.mp3	[sound:3636319.mp3]
2111912	41	look	bakmak		Don't look.	Bakma.	https://audio.tatoeba.org/sentences/eng/2111912.mp3	[sound:2111912.mp3]
2245539	41	look	bakmak		Have a look.	Bir göz atın.	https://audio.tatoeba.org/sentences/eng/2245539.mp3	[sound:2245539.mp3]
2256870	41	look	bakmak		Let me look.	Bakayım.	https://audio.tatoeba.org/sentences/eng/2256870.mp3	[sound:2256870.mp3]
2250040	41	look	bakmak		Take a look.	Bir göz at.	https://audio.tatoeba.org/sentences/eng/2250040.mp3	[sound:2250040.mp3]
4394849	41	look	bakmak		Don't look up.	Yukarıya bakma.	https://audio.tatoeba.org/sentences/eng/4394849.mp3	[sound:4394849.mp3]
240167	41	look	bakmak		Don't look back.	Geriye bakma.	https://audio.tatoeba.org/sentences/eng/240167.mp3	[sound:240167.mp3]
1840597	41	look	bakmak		Don't look down.	Aşağıya bakma.	https://audio.tatoeba.org/sentences/eng/1840597.mp3	[sound:1840597.mp3]
3333957	41	look	bakmak		Just look at me.	Bana bir bak.	https://audio.tatoeba.org/sentences/eng/3333957.mp3	[sound:3333957.mp3]
1935290	41	look	bakmak		Don't look at me!	Bana bakma!	https://audio.tatoeba.org/sentences/eng/1935290.mp3	[sound:1935290.mp3]
6196246	41	look	görünmek		You look OK.	İyi görünüyorsun	https://audio.tatoeba.org/sentences/eng/6196246.mp3	[sound:6196246.mp3]
1886118	41	look	görünmek		Do I look OK?	İyi görünüyor muyum?	https://audio.tatoeba.org/sentences/eng/1886118.mp3	[sound:1886118.mp3]
2255029	41	look	görünmek		You look bad.	Kötü görünüyorsun.	https://audio.tatoeba.org/sentences/eng/2255029.mp3	[sound:2255029.mp3]
2255038	41	look	görünmek		You look hot.	Kızgın görünüyorsun.	https://audio.tatoeba.org/sentences/eng/2255038.mp3	[sound:2255038.mp3]
6196237	41	look	görünmek		You look mad.	Kızgın görünüyorsun.	https://audio.tatoeba.org/sentences/eng/6196237.mp3	[sound:6196237.mp3]
6274926	41	look	görünmek		You look old.	Yaşlı görünüyorsun.	https://audio.tatoeba.org/sentences/eng/6274926.mp3	[sound:6274926.mp3]
2255048	41	look	görünmek		You look sad.	Üzgün görünüyorsun.	https://audio.tatoeba.org/sentences/eng/2255048.mp3	[sound:2255048.mp3]
1920702	41	look	görünmek		Do I look fat?	Şişman görünüyor muyum?	https://audio.tatoeba.org/sentences/eng/1920702.mp3	[sound:1920702.mp3]
2261962	41	look	görünmek		I look like Tom.	Tom'a benziyorum. (Tom gibi görünüyorum)	https://audio.tatoeba.org/sentences/eng/2261962.mp3	[sound:2261962.mp3]
2245358	41	look	bakışını çekmek	look away: bakışını çekmek	Don't look away.	Yüzünü yana çevirme.	https://audio.tatoeba.org/sentences/eng/2245358.mp3	[sound:2245358.mp3]
2247778	41	look	etrafa bakınmak	look around: etrafa bakmak	I'll look around.	Etrafa bakınacağım.	https://audio.tatoeba.org/sentences/eng/2247778.mp3	[sound:2247778.mp3]
3706972	41	look	aramak	look for: aramak	Go look for it.	Git ara onu.	https://audio.tatoeba.org/sentences/eng/3706972.mp3	[sound:3706972.mp3]
3312181	41	look	aramak	look for: aramak	We'll look for it.	Biz onu arayacağız.	https://audio.tatoeba.org/sentences/eng/3312181.mp3	[sound:3312181.mp3]
965653	41	look	göz atmak	have a look: göz atmak	Let's have a look.	Bir göz atalım.	https://audio.tatoeba.org/sentences/eng/965653.mp3	[sound:965653.mp3]
1657222	41	look	bakmak	mecazi	Try to look ahead.	İleriye bakmaya çalış.	https://audio.tatoeba.org/sentences/eng/1657222.mp3	[sound:1657222.mp3]
249278	41	look	bakmak	mecazi	We look up to him.	Biz ona hayranlık duyarız.	https://audio.tatoeba.org/sentences/eng/249278.mp3	[sound:249278.mp3]
2247783	42	make	Yapmak		I'll make tea.	Çay yapacağım.	https://audio.tatoeba.org/sentences/eng/2247783.mp3	[sound:2247783.mp3]
4397518	42	make	Yapmak		We can make it.	Bunu yapabiliriz.	https://audio.tatoeba.org/sentences/eng/4397518.mp3	[sound:4397518.mp3]
841868	42	make	Yapmak		Can you make it?	Onu yapabilir misin?	https://audio.tatoeba.org/sentences/eng/841868.mp3	[sound:841868.mp3]
2648396	42	make	Yapmak		Tom can't make it.	Tom onu yapamıyor.	https://audio.tatoeba.org/sentences/eng/2648396.mp3	[sound:2648396.mp3]
25451	42	make	Yapmak		Don't make a noise.	Gürültü yapmayın.	https://audio.tatoeba.org/sentences/eng/25451.mp3	[sound:25451.mp3]
5853013	42	make	Yapmak		Don't make excuses.	Bahaneler üretme.	https://audio.tatoeba.org/sentences/eng/5853013.mp3	[sound:5853013.mp3]
2380459	42	make	Yapmak		I make my own rules.	Kendi kurallarımı ben yaparım.	https://audio.tatoeba.org/sentences/eng/2380459.mp3	[sound:2380459.mp3]
2270498	42	make	-dir eki	ettirgenlik	Don't make me go.	Beni gönderme.	https://audio.tatoeba.org/sentences/eng/2270498.mp3	[sound:2270498.mp3]
3722568	42	make	-dir eki	ettirgenlik	I make you smile.	Ben seni güldürürüm.	https://audio.tatoeba.org/sentences/eng/3722568.mp3	[sound:3722568.mp3]
4500045	42	make	-dir eki	ettirgenlik	You make me laugh.	Beni güldürürsün.	https://audio.tatoeba.org/sentences/eng/4500045.mp3	[sound:4500045.mp3]
260883	42	make	-dir eki	ettirgenlik	I will make him go.	Onu göndereceğim.	https://audio.tatoeba.org/sentences/eng/260883.mp3	[sound:260883.mp3]
5756853	42	make	-dir eki	ettirgenlik	They make me laugh.	Onlar beni güldürüyorlar.	https://audio.tatoeba.org/sentences/eng/5756853.mp3	[sound:5756853.mp3]
1495881	42	make	-dir eki	ettirgenlik	Don't make me angry.	Beni kızdırma.	https://audio.tatoeba.org/sentences/eng/1495881.mp3	[sound:1495881.mp3]
2891811	42	make	-dir eki	ettirgenlik	Please make it stop.	Lütfen onu durdurun.	https://audio.tatoeba.org/sentences/eng/2891811.mp3	[sound:2891811.mp3]
1860432	42	make	-dir eki	ettirgenlik	Don't make me kill you.	Bana seni öldürtme.	https://audio.tatoeba.org/sentences/eng/1860432.mp3	[sound:1860432.mp3]
2301269	42	make	-dir eki	ettirgenlik	I can make it work.	Onu çalıştırabilirim.	https://audio.tatoeba.org/sentences/eng/2301269.mp3	[sound:2301269.mp3]
642496	42	make	yapmak	mecazi	Don't make faces.	Surat asma.	https://audio.tatoeba.org/sentences/eng/642496.mp3	[sound:642496.mp3]
1886969	42	make	yapmak	mecazi	You make me sick.	Midemi bulandırıyorsun.	https://audio.tatoeba.org/sentences/eng/1886969.mp3	[sound:1886969.mp3]
2221008	43	man	adam		Be a man.	Adam ol.	https://audio.tatoeba.org/sentences/eng/2221008.mp3	[sound:2221008.mp3]
580774	43	man	adam		I'm a man.	Ben bir erkeğim.	https://audio.tatoeba.org/sentences/eng/580774.mp3	[sound:580774.mp3]
25504	43	man	adam		I'm a free man.	Ben özgür bir insanım.	https://audio.tatoeba.org/sentences/eng/25504.mp3	[sound:25504.mp3]
1306715	43	man	adam		I'm an old man.	Ben yaşlı bir adamım.	https://audio.tatoeba.org/sentences/eng/1306715.mp3	[sound:1306715.mp3]
5943614	43	man	adam		God created man.	Tanrı insanı yarattı.	https://audio.tatoeba.org/sentences/eng/5943614.mp3	[sound:5943614.mp3]
5434709	43	man	adam		Tom is a funny man.	Tom komik bir adam.	https://audio.tatoeba.org/sentences/eng/5434709.mp3	[sound:5434709.mp3]
4401015	43	man	adam		Tom is a great man.	Tom büyük bir adamdır.	https://audio.tatoeba.org/sentences/eng/4401015.mp3	[sound:4401015.mp3]
5902898	43	man	adam		Tom is a cruel man.	Tom zalim bir adam.	https://audio.tatoeba.org/sentences/eng/5902898.mp3	[sound:5902898.mp3]
1453531	43	man	adam		Tom is a family man.	Tom bir aile babası.	https://audio.tatoeba.org/sentences/eng/1453531.mp3	[sound:1453531.mp3]
5579395	43	man	adam		Tom is a simple man.	Tom basit bir adam.	https://audio.tatoeba.org/sentences/eng/5579395.mp3	[sound:5579395.mp3]
1108662	44	many	çok		How many died?	Kaç kişi öldü?	https://audio.tatoeba.org/sentences/eng/1108662.mp3	[sound:1108662.mp3]
5758159	44	many	çok		Is that too many?	Bu çok fazla mı?	https://audio.tatoeba.org/sentences/eng/5758159.mp3	[sound:5758159.mp3]
5369061	44	many	çok		How many are left?	Kaç tane kaldı?	https://audio.tatoeba.org/sentences/eng/5369061.mp3	[sound:5369061.mp3]
254923	44	many	çok		I have many books.	Benim birsürü kitabım var.	https://audio.tatoeba.org/sentences/eng/254923.mp3	[sound:254923.mp3]
3730033	44	many	çok		There are so many.	Pek çok sayıda var.	https://audio.tatoeba.org/sentences/eng/3730033.mp3	[sound:3730033.mp3]
2892048	44	many	çok		That's not so many.	O o kadar çok değil.	https://audio.tatoeba.org/sentences/eng/2892048.mp3	[sound:2892048.mp3]
2099932	44	many	çok		How many were there?	Kaç tane vardı?	https://audio.tatoeba.org/sentences/eng/2099932.mp3	[sound:2099932.mp3]
4887770	44	many	çok		How many do you have?	Sende kaç tane var?	https://audio.tatoeba.org/sentences/eng/4887770.mp3	[sound:4887770.mp3]
4494589	44	many	çok		There are many others.	Birçok başkaları vardır.	https://audio.tatoeba.org/sentences/eng/4494589.mp3	[sound:4494589.mp3]
5822530	44	many	çok		How many are too many?	Kaç tane çok fazladır.	https://audio.tatoeba.org/sentences/eng/5822530.mp3	[sound:5822530.mp3]
2912471	44	many	çok		How many did you want?	Kaç tane istedin?	https://audio.tatoeba.org/sentences/eng/2912471.mp3	[sound:2912471.mp3]
3723425	44	many	çok		I've got many of those.	Bende onlardan çok var.	https://audio.tatoeba.org/sentences/eng/3723425.mp3	[sound:3723425.mp3]
4135304	44	many	çok		How many would you like?	Kaç tane istersiniz?	https://audio.tatoeba.org/sentences/eng/4135304.mp3	[sound:4135304.mp3]
6355670	44	many	çok		Not many people do that.	Pek çok insan bunu yapmaz.	https://audio.tatoeba.org/sentences/eng/6355670.mp3	[sound:6355670.mp3]
2360234	44	many	çok		I've said this many times.	Bunu defalarca söyledim.	https://audio.tatoeba.org/sentences/eng/2360234.mp3	[sound:2360234.mp3]
1970154	44	many	çok		I don't have many friends.	Çok arkadaşım yok.	https://audio.tatoeba.org/sentences/eng/1970154.mp3	[sound:1970154.mp3]
24958	45	me	ben mi		Why me?	Neden ben?	https://audio.tatoeba.org/sentences/eng/24958.mp3	[sound:24958.mp3]
1553532	45	me	ben mi		Call me.	Ara beni.	https://audio.tatoeba.org/sentences/eng/1553532.mp3	[sound:1553532.mp3]
266065	45	me	ben mi		Help me.	Bana yardım et.	https://audio.tatoeba.org/sentences/eng/266065.mp3	[sound:266065.mp3]
1349952	45	me	ben mi		It's me!	Benim!	https://audio.tatoeba.org/sentences/eng/1349952.mp3	[sound:1349952.mp3]
565931	45	me	ben mi		Kiss me.	Beni öp.	https://audio.tatoeba.org/sentences/eng/565931.mp3	[sound:565931.mp3]
1972649	45	me	ben mi		Show me.	Bana göster.	https://audio.tatoeba.org/sentences/eng/1972649.mp3	[sound:1972649.mp3]
1913090	45	me	ben mi		Tell me.	Söyle bana.	https://audio.tatoeba.org/sentences/eng/1913090.mp3	[sound:1913090.mp3]
1954273	45	me	ben mi		Leave me.	Bırak beni.	https://audio.tatoeba.org/sentences/eng/1954273.mp3	[sound:1954273.mp3]
1954275	45	me	ben mi		Marry me.	Evlen benimle.	https://audio.tatoeba.org/sentences/eng/1954275.mp3	[sound:1954275.mp3]
1954282	45	me	ben mi		Watch me.	Beni izle.	https://audio.tatoeba.org/sentences/eng/1954282.mp3	[sound:1954282.mp3]
1954284	45	me	ben mi		Write me.	Bana yaz.	https://audio.tatoeba.org/sentences/eng/1954284.mp3	[sound:1954284.mp3]
251060	45	me	ben mi		Answer me.	Bana cevap ver.	https://audio.tatoeba.org/sentences/eng/251060.mp3	[sound:251060.mp3]
1512159	45	me	ben mi		Forget me.	Beni unut.	https://audio.tatoeba.org/sentences/eng/1512159.mp3	[sound:1512159.mp3]
250112	45	me	ben mi		Let me go!	Bırak gideyim.	https://audio.tatoeba.org/sentences/eng/250112.mp3	[sound:250112.mp3]
277466	45	me	ben mi		Let me in.	İçeri girmeme izin ver.	https://audio.tatoeba.org/sentences/eng/277466.mp3	[sound:277466.mp3]
31477	45	me	ben mi		Pardon me?	Affedersiniz?	https://audio.tatoeba.org/sentences/eng/31477.mp3	[sound:31477.mp3]
2249967	45	me	ben mi		Sit by me.	Yanıma otur.	https://audio.tatoeba.org/sentences/eng/2249967.mp3	[sound:2249967.mp3]
2245214	45	me	ben mi		Come to me.	Bana gel.	https://audio.tatoeba.org/sentences/eng/2245214.mp3	[sound:2245214.mp3]
1250350	45	me	ben mi		That's me.	Benim.	https://audio.tatoeba.org/sentences/eng/1250350.mp3	[sound:1250350.mp3]
3172182	45	me	ben mi		Get off me.	Bana dokunma.	https://audio.tatoeba.org/sentences/eng/3172182.mp3	[sound:3172182.mp3]
266779	45	me	ben mi		Let me out!	Çıkarın beni!	https://audio.tatoeba.org/sentences/eng/266779.mp3	[sound:266779.mp3]
65316	45	me	ben mi		Let me see.	Bir bakayım.	https://audio.tatoeba.org/sentences/eng/65316.mp3	[sound:65316.mp3]
320369	45	me	ben mi		Talk to me!	Benimle konuş!	https://audio.tatoeba.org/sentences/eng/320369.mp3	[sound:320369.mp3]
2245492	45	me	ben mi		Fill me in.	Beni bilgilendir.	https://audio.tatoeba.org/sentences/eng/2245492.mp3	[sound:2245492.mp3]
250231	45	me	ben mi		It's on me.	Hesap bana ait.	https://audio.tatoeba.org/sentences/eng/250231.mp3	[sound:250231.mp3]
2246010	46	more	Daha		I need more.	Daha fazlasına ihtiyacım var.	https://audio.tatoeba.org/sentences/eng/2246010.mp3	[sound:2246010.mp3]
521096	46	more	Daha		I want more.	Ben daha fazla istiyorum.	https://audio.tatoeba.org/sentences/eng/521096.mp3	[sound:521096.mp3]
2249845	46	more	Daha		Read me more.	Beni biraz daha anla.	https://audio.tatoeba.org/sentences/eng/2249845.mp3	[sound:2249845.mp3]
2249956	46	more	Daha		Show me more.	Bana daha fazlasını göster.	https://audio.tatoeba.org/sentences/eng/2249956.mp3	[sound:2249956.mp3]
661066	46	more	Daha		Tell me more.	Bana biraz daha anlat.	https://audio.tatoeba.org/sentences/eng/661066.mp3	[sound:661066.mp3]
5022816	46	more	Daha		Add more water.	Daha fazla su ilave edin.	https://audio.tatoeba.org/sentences/eng/5022816.mp3	[sound:5022816.mp3]
2252616	46	more	Daha		There is more.	Daha fazlası var.	https://audio.tatoeba.org/sentences/eng/2252616.mp3	[sound:2252616.mp3]
3736622	46	more	Daha		Eat more fruit.	Daha fazla meyve yiyin.	https://audio.tatoeba.org/sentences/eng/3736622.mp3	[sound:3736622.mp3]
1513327	46	more	Daha		I want some more.	Biraz daha istiyorum.	https://audio.tatoeba.org/sentences/eng/1513327.mp3	[sound:1513327.mp3]
